,axis:time0_lat_lon:latitude,axis:time0_lat_lon:longitude,axis:time0_lat_lon:time,axis:time0_lat_ocean_lon_ocean:latitude,axis:time0_lat_ocean_lon_ocean:longitude,axis:time0_lat_ocean_lon_ocean:time,axis:time1_lat_lon:latitude,axis:time1_lat_lon:longitude,axis:time1_lat_lon:time,data:air_pressure_at_mean_sea_level,data:air_temperature_at_2_metres,data:air_temperature_at_2_metres_1hour_Maximum,data:air_temperature_at_2_metres_1hour_Minimum,data:dew_point_temperature_at_2_metres,data:eastward_wind_at_100_metres,data:eastward_wind_at_10_metres,data:integral_wrt_time_of_surface_direct_downwelling_shortwave_flux_in_air_1hour_Accumulation,data:lwe_thickness_of_surface_snow_amount,data:northward_wind_at_100_metres,data:northward_wind_at_10_metres,data:precipitation_amount_1hour_Accumulation,data:sea_surface_temperature,data:sea_surface_wave_from_direction,data:sea_surface_wave_mean_period,data:significant_height_of_wind_and_swell_waves,data:snow_density,data:surface_air_pressure
467,15.5,-15.500000000000028,1979-01-20T11:00:00,,,,,,,101476.4375,296.8125,,,290.5,-0.5,-0.3125,,0.0,-3.5625,-2.8125,,,,,,100.0,100994.15625
468,15.5,-15.500000000000028,1979-01-20T12:00:00,,,,,,,101390.6875,296.0,,,290.3125,0.25,0.25,,0.0,-3.4375,-2.8125,,,,,,100.0,100909.59375
469,15.5,-15.500000000000028,1979-01-20T13:00:00,,,,,,,101297.1875,296.75,,,290.1875,0.625,0.5625,,0.0,-3.9375,-3.25,,,,,,100.0,100816.7109375
470,15.5,-15.500000000000028,1979-01-20T14:00:00,,,,,,,101230.375,296.75,,,290.1875,1.75,1.5,,0.0,-4.625,-3.75,,,,,,100.0,100751.234375
471,15.5,-15.500000000000028,1979-01-20T15:00:00,,,,,,,101110.125,299.375,,,291.0,2.5625,2.125,,0.0,-4.75,-3.875,,,,,,100.0,100631.5390625
472,15.5,-15.500000000000028,1979-01-20T16:00:00,,,,,,,101074.5,299.3125,,,291.1875,2.625,2.125,,0.0,-4.625,-3.6875,,,,,,100.0,100597.2734375
473,15.5,-15.500000000000028,1979-01-20T17:00:00,,,,,,,101035.125,299.75,,,291.3125,2.625,2.0625,,0.0,-4.1875,-3.3125,,,,,,100.0,100558.3125
474,15.5,-15.500000000000028,1979-01-20T18:00:00,,,,,,,101082.75,300.1875,,,291.4375,2.625,1.9375,,0.0,-3.9375,-2.8125,,,,,,100.0,100604.953125
475,15.5,-15.500000000000028,1979-01-20T19:00:00,,,,,,,101101.9375,300.0,,,292.3125,3.0,1.4375,,0.0,-4.0,-1.75,,,,,,100.0,100623.9765625
476,15.5,-15.500000000000028,1979-01-20T20:00:00,,,,,,,101193.125,299.8125,,,293.375,4.0625,2.0625,,0.0,-4.625,-2.125,,,,,,100.0,100714.7109375
477,15.5,-15.500000000000028,1979-01-20T21:00:00,,,,,,,101293.8125,295.875,,,292.875,4.9375,2.8125,,0.0,-5.9375,-3.125,,,,,,100.0,100812.890625
478,15.5,-15.500000000000028,1979-01-20T22:00:00,,,,,,,101325.375,293.6875,,,290.9375,4.625,2.9375,,0.0,-7.125,-4.1875,,,,,,100.0,100842.6953125
479,15.5,-15.500000000000028,1979-01-20T23:00:00,,,,,,,101405.0625,293.0,,,290.25,3.625,2.375,,0.0,-7.25,-4.3125,,,,,,100.0,100921.078125
480,15.5,-15.500000000000028,1979-01-21T00:00:00,,,,,,,101389.8125,292.6875,,,289.9375,2.625,1.6875,,0.0,-6.6875,-3.875,,,,,,100.0,100905.34375
481,15.5,-15.500000000000028,1979-01-21T01:00:00,,,,,,,101339.75,292.3125,,,289.875,2.3125,1.5625,,0.0,-6.625,-3.8125,,,,,,100.0,100855.4140625
482,15.5,-15.500000000000028,1979-01-21T02:00:00,,,,,,,101348.125,292.125,,,290.0,2.375,1.5625,,0.0,-6.9375,-3.875,,,,,,100.0,100862.515625
483,15.5,-15.500000000000028,1979-01-21T03:00:00,,,,,,,101327.8125,289.625,,,288.8125,2.3125,1.5625,,0.0,-7.0,-3.875,,,,,,100.0,100841.375
484,15.5,-15.500000000000028,1979-01-21T04:00:00,,,,,,,101313.6875,289.6875,,,288.6875,2.3125,1.5,,0.0,-6.9375,-3.8125,,,,,,100.0,100827.234375
485,15.5,-15.500000000000028,1979-01-21T05:00:00,,,,,,,101287.75,289.625,,,288.5,2.3125,1.5,,0.0,-6.875,-3.8125,,,,,,100.0,100800.921875
486,15.5,-15.500000000000028,1979-01-21T06:00:00,,,,,,,101287.9375,289.75,,,288.5,2.1875,1.375,,0.0,-7.1875,-3.9375,,,,,,100.0,100800.8671875
487,15.5,-15.500000000000028,1979-01-21T07:00:00,,,,,,,101308.1875,289.9375,,,288.625,2.0,1.25,,0.0,-7.375,-4.0625,,,,,,100.0,100821.3125
488,15.5,-15.500000000000028,1979-01-21T08:00:00,,,,,,,101346.25,289.8125,,,288.5,1.6875,1.125,,0.0,-7.625,-4.375,,,,,,100.0,100858.78125
489,15.5,-15.500000000000028,1979-01-21T09:00:00,,,,,,,101441.6875,290.4375,,,287.6875,1.3125,1.0,,0.0,-7.125,-4.9375,,,,,,100.0,100954.5625
490,15.5,-15.500000000000028,1979-01-21T10:00:00,,,,,,,101489.1875,297.125,,,287.75,1.375,1.125,,0.0,-7.5,-5.625,,,,,,100.0,101002.6484375
491,15.5,-15.500000000000028,1979-01-21T11:00:00,,,,,,,101531.125,297.25,,,288.8125,0.8125,0.625,,0.0,-7.75,-6.0,,,,,,100.0,101045.7265625
492,15.5,-15.500000000000028,1979-01-21T12:00:00,,,,,,,101458.75,297.375,,,289.375,0.0625,0.0625,,0.0,-7.625,-6.0,,,,,,100.0,100975.375
493,15.5,-15.500000000000028,1979-01-21T13:00:00,,,,,,,101368.25,297.375,,,289.4375,-0.4375,-0.3125,,0.0,-7.0625,-5.625,,,,,,100.0,100886.296875
494,15.5,-15.500000000000028,1979-01-21T14:00:00,,,,,,,101275.0625,297.375,,,289.5,-0.6875,-0.5,,0.0,-6.5625,-5.25,,,,,,100.0,100794.296875
495,15.5,-15.500000000000028,1979-01-21T15:00:00,,,,,,,101171.6875,299.625,,,289.125,-0.8125,-0.625,,0.0,-6.25,-5.0,,,,,,100.0,100692.015625
496,15.5,-15.500000000000028,1979-01-21T16:00:00,,,,,,,101114.25,299.6875,,,289.1875,-1.0,-0.8125,,0.0,-5.875,-4.6875,,,,,,100.0,100635.4765625
497,15.5,-15.500000000000028,1979-01-21T17:00:00,,,,,,,101101.5,299.6875,,,289.375,-1.125,-0.875,,0.0,-5.75,-4.5625,,,,,,100.0,100623.34375
498,15.5,-15.500000000000028,1979-01-21T18:00:00,,,,,,,101104.4375,299.6875,,,289.375,-1.0,-0.6875,,0.0,-5.6875,-4.125,,,,,,100.0,100625.9140625
499,15.5,-15.500000000000028,1979-01-21T19:00:00,,,,,,,101136.8125,299.6875,,,289.875,-0.8125,-0.3125,,0.0,-6.0625,-3.0,,,,,,100.0,100657.640625
500,15.5,-15.500000000000028,1979-01-21T20:00:00,,,,,,,101174.125,299.5625,,,290.25,-1.0625,-0.375,,0.0,-6.375,-3.0,,,,,,100.0,100694.625
501,15.5,-15.500000000000028,1979-01-21T21:00:00,,,,,,,101254.8125,293.8125,,,288.9375,-1.375,-0.5,,0.0,-6.5,-3.0,,,,,,100.0,100774.0390625
502,15.5,-15.500000000000028,1979-01-21T22:00:00,,,,,,,101299.125,293.0,,,288.9375,-1.25,-0.3125,,0.0,-5.875,-2.625,,,,,,100.0,100817.8671875
503,15.5,-15.500000000000028,1979-01-21T23:00:00,,,,,,,101305.9375,292.8125,,,288.75,-1.0,-0.1875,,0.0,-5.875,-2.625,,,,,,100.0,100824.3125
504,15.5,-15.500000000000028,1979-01-22T00:00:00,,,,,,,101285.1875,292.5625,,,288.625,-0.9375,-0.1875,,0.0,-6.0625,-2.8125,,,,,,100.0,100802.484375
505,15.5,-15.500000000000028,1979-01-22T01:00:00,,,,,,,101186.5,292.375,,,288.5,-1.0,-0.1875,,0.0,-6.1875,-2.9375,,,,,,100.0,100703.65625
506,15.5,-15.500000000000028,1979-01-22T02:00:00,,,,,,,101165.5625,292.1875,,,288.375,-1.0625,-0.25,,0.0,-6.3125,-3.0625,,,,,,100.0,100682.8203125
507,15.5,-15.500000000000028,1979-01-22T03:00:00,,,,,,,101144.5625,289.75,,,287.125,-1.375,-0.375,,0.0,-6.25,-3.0625,,,,,,100.0,100660.859375
508,15.5,-15.500000000000028,1979-01-22T04:00:00,,,,,,,101146.75,289.6875,,,287.25,-1.6875,-0.5625,,0.0,-6.25,-3.0625,,,,,,100.0,100662.8125
509,15.5,-15.500000000000028,1979-01-22T05:00:00,,,,,,,101162.75,289.625,,,287.25,-1.875,-0.625,,0.0,-6.0,-2.9375,,,,,,100.0,100678.421875
510,15.5,-15.500000000000028,1979-01-22T06:00:00,,,,,,,101199.25,289.625,,,287.25,-2.125,-0.8125,,0.0,-5.9375,-2.875,,,,,,100.0,100714.4375
511,15.5,-15.500000000000028,1979-01-22T07:00:00,,,,,,,101273.25,289.5625,,,287.3125,-2.1875,-0.8125,,0.0,-5.75,-2.75,,,,,,100.0,100788.03125
512,15.5,-15.500000000000028,1979-01-22T08:00:00,,,,,,,101321.9375,289.625,,,287.25,-2.25,-0.875,,0.0,-5.75,-3.0,,,,,,100.0,100836.265625
513,15.5,-15.500000000000028,1979-01-22T09:00:00,,,,,,,101396.625,290.5,,,285.5625,-1.8125,-1.0,,0.0,-5.25,-3.5,,,,,,100.0,100910.8515625
514,15.5,-15.500000000000028,1979-01-22T10:00:00,,,,,,,101457.25,298.125,,,287.375,-1.5,-1.0625,,0.0,-4.875,-3.8125,,,,,,100.0,100971.765625
515,15.5,-15.500000000000028,1979-01-22T11:00:00,,,,,,,101443.1875,298.3125,,,286.5,-1.6875,-1.25,,0.0,-5.1875,-4.1875,,,,,,100.0,100959.5390625
516,15.5,-15.500000000000028,1979-01-22T12:00:00,,,,,,,101379.3125,298.5,,,285.375,-1.875,-1.4375,,0.0,-5.125,-4.125,,,,,,100.0,100897.5859375
517,15.5,-15.500000000000028,1979-01-22T13:00:00,,,,,,,101246.375,298.5,,,285.0,-2.0625,-1.625,,0.0,-4.625,-3.8125,,,,,,100.0,100766.375
518,15.5,-15.500000000000028,1979-01-22T14:00:00,,,,,,,101137.0625,298.5625,,,284.8125,-2.3125,-1.8125,,0.0,-4.125,-3.4375,,,,,,100.0,100659.15625
519,15.5,-15.500000000000028,1979-01-22T15:00:00,,,,,,,101013.9375,302.1875,,,284.875,-2.125,-1.6875,,0.0,-3.8125,-3.1875,,,,,,100.0,100536.1640625
520,15.5,-15.500000000000028,1979-01-22T16:00:00,,,,,,,100959.9375,302.1875,,,284.8125,-1.9375,-1.5,,0.0,-3.5625,-3.0,,,,,,100.0,100483.984375
521,15.5,-15.500000000000028,1979-01-22T17:00:00,,,,,,,100944.625,302.0625,,,284.875,-1.8125,-1.375,,0.0,-3.4375,-2.8125,,,,,,100.0,100468.046875
522,15.5,-15.500000000000028,1979-01-22T18:00:00,,,,,,,100953.3125,302.0,,,284.125,-1.4375,-0.75,,0.0,-3.5625,-2.1875,,,,,,100.0,100476.234375
523,15.5,-15.500000000000028,1979-01-22T19:00:00,,,,,,,100980.75,300.375,,,284.0625,-0.9375,-0.0625,,0.0,-4.25,-2.0625,,,,,,100.0,100503.09375
524,15.5,-15.500000000000028,1979-01-22T20:00:00,,,,,,,101034.1875,298.75,,,285.5625,-0.9375,0.125,,0.0,-4.5625,-2.125,,,,,,100.0,100555.859375
525,15.5,-15.500000000000028,1979-01-22T21:00:00,,,,,,,101108.375,293.6875,,,284.625,-1.0,0.125,,0.0,-4.9375,-2.25,,,,,,100.0,100630.34375
526,15.5,-15.500000000000028,1979-01-22T22:00:00,,,,,,,101208.1875,293.5,,,286.125,-1.0,0.0625,,0.0,-5.125,-2.375,,,,,,100.0,100729.4296875
527,15.5,-15.500000000000028,1979-01-22T23:00:00,,,,,,,101228.5625,293.5,,,286.25,-0.9375,0.0625,,0.0,-5.625,-2.5,,,,,,100.0,100750.03125
528,15.5,-15.500000000000028,1979-01-23T00:00:00,,,,,,,101183.8125,293.3125,,,286.1875,-0.875,0.0625,,0.0,-5.5,-2.3125,,,,,,100.0,100704.953125
529,15.5,-15.500000000000028,1979-01-23T01:00:00,,,,,,,101099.5625,293.25,,,286.25,-0.8125,0.0625,,0.0,-5.4375,-2.25,,,,,,100.0,100620.234375
530,15.5,-15.500000000000028,1979-01-23T02:00:00,,,,,,,101080.875,293.3125,,,286.375,-0.8125,0.0625,,0.0,-5.25,-2.1875,,,,,,100.0,100601.734375
531,15.5,-15.500000000000028,1979-01-23T03:00:00,,,,,,,101024.8125,291.5625,,,286.0625,-0.8125,0.125,,0.0,-4.875,-2.0625,,,,,,100.0,100546.140625
532,15.5,-15.500000000000028,1979-01-23T04:00:00,,,,,,,100987.1875,291.5625,,,286.125,-0.6875,0.1875,,0.0,-4.8125,-2.0625,,,,,,100.0,100509.1953125
533,15.5,-15.500000000000028,1979-01-23T05:00:00,,,,,,,101001.1875,291.6875,,,286.25,-0.4375,0.3125,,0.0,-4.875,-2.125,,,,,,100.0,100522.453125
534,15.5,-15.500000000000028,1979-01-23T06:00:00,,,,,,,100992.125,291.4375,,,286.3125,-0.3125,0.25,,0.0,-5.0,-2.1875,,,,,,100.0,100513.6875
535,15.5,-15.500000000000028,1979-01-23T07:00:00,,,,,,,101036.5625,291.25,,,286.5,-0.5,0.125,,0.0,-5.0,-2.125,,,,,,100.0,100557.671875
536,15.5,-15.500000000000028,1979-01-23T08:00:00,,,,,,,101093.9375,291.0625,,,286.4375,-0.9375,-0.125,,0.0,-4.625,-2.0625,,,,,,100.0,100614.53125
537,15.5,-15.500000000000028,1979-01-23T09:00:00,,,,,,,101183.75,291.75,,,284.75,-1.375,-0.5,,0.0,-4.0,-2.125,,,,,,100.0,100704.109375
538,15.5,-15.500000000000028,1979-01-23T10:00:00,,,,,,,101224.4375,301.0625,,,284.875,-1.0,-0.5625,,0.0,-2.375,-1.625,,,,,,100.0,100743.859375
539,15.5,-15.500000000000028,1979-01-23T11:00:00,,,,,,,101235.375,302.3125,,,284.5,-0.5625,-0.375,,0.0,-2.0,-1.625,,,,,,100.0,100755.9140625
540,15.5,-15.500000000000028,1979-01-23T12:00:00,,,,,,,101200.6875,302.5,,,284.75,-0.1875,-0.0625,,0.0,-2.1875,-1.8125,,,,,,100.0,100723.03125
541,15.5,-15.500000000000028,1979-01-23T13:00:00,,,,,,,101072.5,302.625,,,284.9375,0.0,0.0625,,0.0,-2.125,-1.8125,,,,,,100.0,100596.65625
542,15.5,-15.500000000000028,1979-01-23T14:00:00,,,,,,,100984.3125,302.625,,,285.125,0.1875,0.25,,0.0,-2.1875,-1.9375,,,,,,100.0,100510.234375
543,15.5,-15.500000000000028,1979-01-23T15:00:00,,,,,,,100903.5,304.8125,,,284.25,0.6875,0.625,,0.0,-2.5625,-2.1875,,,,,,100.0,100430.640625
544,15.5,-15.500000000000028,1979-01-23T16:00:00,,,,,,,100859.4375,304.6875,,,283.25,1.1875,1.0625,,0.0,-2.9375,-2.4375,,,,,,100.0,100387.3359375
545,15.5,-15.500000000000028,1979-01-23T17:00:00,,,,,,,100899.125,305.0625,,,285.5,1.8125,1.5,,0.0,-3.3125,-2.6875,,,,,,100.0,100426.7109375
546,15.5,-15.500000000000028,1979-01-23T18:00:00,,,,,,,100912.9375,305.0,,,284.875,2.875,1.75,,0.0,-4.5,-2.625,,,,,,100.0,100440.15625
547,15.5,-15.500000000000028,1979-01-23T19:00:00,,,,,,,100981.3125,304.25,,,285.5625,4.0,2.0,,0.0,-5.4375,-2.4375,,,,,,100.0,100507.4765625
548,15.5,-15.500000000000028,1979-01-23T20:00:00,,,,,,,101100.0625,302.0625,,,284.875,4.75,2.4375,,0.0,-5.5,-2.4375,,,,,,100.0,100624.640625
549,15.5,-15.500000000000028,1979-01-23T21:00:00,,,,,,,101208.375,297.5,,,286.125,5.375,2.9375,,0.0,-6.0625,-2.875,,,,,,100.0,100730.9375
550,15.5,-15.500000000000028,1979-01-23T22:00:00,,,,,,,101337.1875,295.3125,,,286.8125,5.1875,3.0,,0.0,-6.4375,-3.3125,,,,,,100.0,100857.359375
551,15.5,-15.500000000000028,1979-01-23T23:00:00,,,,,,,101336.8125,294.75,,,287.0,4.4375,2.625,,0.0,-6.5625,-3.4375,,,,,,100.0,100855.5625
552,15.5,-15.500000000000028,1979-01-24T00:00:00,,,,,,,101315.9375,294.375,,,287.125,3.75,2.1875,,0.0,-6.5,-3.3125,,,,,,100.0,100834.5625
553,15.5,-15.500000000000028,1979-01-24T01:00:00,,,,,,,101230.5,294.25,,,287.1875,2.75,1.625,,0.0,-6.5,-3.3125,,,,,,100.0,100750.0234375
554,15.5,-15.500000000000028,1979-01-24T02:00:00,,,,,,,101146.75,294.1875,,,287.1875,1.875,1.125,,0.0,-6.375,-3.0625,,,,,,100.0,100665.65625
555,15.5,-15.500000000000028,1979-01-24T03:00:00,,,,,,,101124.4375,291.0,,,286.5,1.4375,0.9375,,0.0,-6.5,-3.125,,,,,,100.0,100643.09375
556,15.5,-15.500000000000028,1979-01-24T04:00:00,,,,,,,101131.125,291.0,,,286.5,1.375,0.9375,,0.0,-6.75,-3.25,,,,,,100.0,100649.890625
557,15.5,-15.500000000000028,1979-01-24T05:00:00,,,,,,,101166.0,291.0625,,,286.5625,1.5,1.0,,0.0,-6.9375,-3.3125,,,,,,100.0,100684.703125
558,15.5,-15.500000000000028,1979-01-24T06:00:00,,,,,,,101206.375,291.1875,,,286.5625,1.8125,1.1875,,0.0,-7.0,-3.375,,,,,,100.0,100724.28125
559,15.5,-15.500000000000028,1979-01-24T07:00:00,,,,,,,101277.8125,291.125,,,286.625,1.8125,1.125,,0.0,-7.0625,-3.4375,,,,,,100.0,100794.359375
560,15.5,-15.500000000000028,1979-01-24T08:00:00,,,,,,,101332.0625,291.0625,,,286.625,1.375,0.875,,0.0,-7.0625,-3.625,,,,,,100.0,100847.140625
561,15.5,-15.500000000000028,1979-01-24T09:00:00,,,,,,,101410.3125,292.5625,,,285.1875,0.5625,0.5,,0.0,-6.4375,-4.125,,,,,,100.0,100924.953125
562,15.5,-15.500000000000028,1979-01-24T10:00:00,,,,,,,101450.625,299.625,,,286.625,0.3125,0.3125,,0.0,-5.5,-4.25,,,,,,100.0,100967.34375
563,15.5,-15.500000000000028,1979-01-24T11:00:00,,,,,,,101458.375,300.0,,,285.9375,0.25,0.25,,0.0,-5.5625,-4.375,,,,,,100.0,100976.4140625
564,15.5,-15.500000000000028,1979-01-24T12:00:00,,,,,,,101419.8125,300.3125,,,285.5625,0.1875,0.1875,,0.0,-5.9375,-4.75,,,,,,100.0,100939.0
565,15.5,-15.500000000000028,1979-01-24T13:00:00,,,,,,,101266.1875,300.5,,,285.25,0.125,0.125,,0.0,-6.375,-5.125,,,,,,100.0,100788.75
566,15.5,-15.500000000000028,1979-01-24T14:00:00,,,,,,,101168.625,300.625,,,284.4375,0.3125,0.3125,,0.0,-6.8125,-5.4375,,,,,,100.0,100692.0
567,15.5,-15.500000000000028,1979-01-24T15:00:00,,,,,,,101076.0625,303.25,,,283.625,0.5,0.4375,,0.0,-7.0,-5.5625,,,,,,100.0,100600.53125
568,15.5,-15.500000000000028,1979-01-24T16:00:00,,,,,,,101036.125,303.25,,,283.4375,0.25,0.25,,0.0,-7.0625,-5.5625,,,,,,100.0,100561.2109375
569,15.5,-15.500000000000028,1979-01-24T17:00:00,,,,,,,101054.9375,303.1875,,,283.3125,-0.0625,0.0,,0.0,-6.9375,-5.375,,,,,,100.0,100580.84375
570,15.5,-15.500000000000028,1979-01-24T18:00:00,,,,,,,101103.375,303.1875,,,282.9375,-0.1875,-0.0625,,0.0,-6.8125,-4.625,,,,,,100.0,100627.828125
571,15.5,-15.500000000000028,1979-01-24T19:00:00,,,,,,,101134.5625,302.75,,,284.125,-0.25,0.0,,0.0,-6.8125,-3.1875,,,,,,100.0,100658.5625
572,15.5,-15.500000000000028,1979-01-24T20:00:00,,,,,,,101201.125,302.125,,,283.75,-0.375,0.0625,,0.0,-7.125,-3.1875,,,,,,100.0,100724.90625
573,15.5,-15.500000000000028,1979-01-24T21:00:00,,,,,,,101267.0,297.75,,,281.4375,-0.5,0.0,,0.0,-7.5625,-3.4375,,,,,,100.0,100789.421875
574,15.5,-15.500000000000028,1979-01-24T22:00:00,,,,,,,101377.1875,295.75,,,285.0625,-0.5,0.0,,0.0,-7.6875,-3.5,,,,,,100.0,100898.796875
575,15.5,-15.500000000000028,1979-01-24T23:00:00,,,,,,,101382.5625,295.5,,,285.6875,-0.375,0.125,,0.0,-7.75,-3.5,,,,,,100.0,100904.046875
576,15.5,-15.500000000000028,1979-01-25T00:00:00,,,,,,,101357.375,295.125,,,286.5,0.0625,0.375,,0.0,-7.4375,-3.375,,,,,,100.0,100877.921875
577,15.5,-15.500000000000028,1979-01-25T01:00:00,,,,,,,101289.9375,294.8125,,,287.3125,0.4375,0.625,,0.0,-7.1875,-3.1875,,,,,,100.0,100810.2734375
578,15.5,-15.500000000000028,1979-01-25T02:00:00,,,,,,,101256.1875,294.625,,,288.125,0.9375,0.875,,0.0,-7.25,-3.3125,,,,,,100.0,100775.25
579,15.5,-15.500000000000028,1979-01-25T03:00:00,,,,,,,101236.1875,291.625,,,287.6875,1.3125,1.0625,,0.0,-7.75,-3.75,,,,,,100.0,100755.21875
580,15.5,-15.500000000000028,1979-01-25T04:00:00,,,,,,,101191.6875,291.5625,,,288.1875,1.4375,1.125,,0.0,-8.1875,-4.125,,,,,,100.0,100710.25
581,15.5,-15.500000000000028,1979-01-25T05:00:00,,,,,,,101241.4375,291.5,,,288.5,1.4375,1.0625,,0.0,-8.4375,-4.375,,,,,,100.0,100758.9453125
582,15.5,-15.500000000000028,1979-01-25T06:00:00,,,,,,,101268.8125,291.4375,,,288.75,1.1875,0.9375,,0.0,-8.5625,-4.5,,,,,,100.0,100785.90625
583,15.5,-15.500000000000028,1979-01-25T07:00:00,,,,,,,101335.9375,291.4375,,,288.875,1.125,0.9375,,0.0,-8.5,-4.5,,,,,,100.0,100852.046875
584,15.5,-15.500000000000028,1979-01-25T08:00:00,,,,,,,101368.875,291.375,,,288.8125,0.5625,0.5625,,0.0,-8.125,-4.375,,,,,,100.0,100885.9921875
585,15.5,-15.500000000000028,1979-01-25T09:00:00,,,,,,,101458.875,293.9375,,,288.5,-0.5,-0.1875,,0.0,-6.75,-4.25,,,,,,100.0,100975.2109375
586,15.5,-15.500000000000028,1979-01-25T10:00:00,,,,,,,101511.0625,301.375,,,290.4375,-1.5,-1.125,,0.0,-5.3125,-4.0625,,,,,,100.0,101027.8125
587,15.5,-15.500000000000028,1979-01-25T11:00:00,,,,,,,101507.375,302.0,,,289.4375,-2.25,-1.75,,0.0,-5.0,-3.9375,,,,,,100.0,101026.5703125
588,15.5,-15.500000000000028,1979-01-25T12:00:00,,,,,,,101407.5,303.5,,,287.625,-2.6875,-2.0625,,0.0,-4.875,-3.9375,,,,,,100.0,100928.640625
589,15.5,-15.500000000000028,1979-01-25T13:00:00,,,,,,,101262.375,303.8125,,,286.8125,-2.875,-2.25,,0.0,-4.875,-3.9375,,,,,,100.0,100785.6640625
590,15.5,-15.500000000000028,1979-01-25T14:00:00,,,,,,,101130.625,304.0,,,286.5,-2.75,-2.1875,,0.0,-4.9375,-4.0625,,,,,,100.0,100656.5
591,15.5,-15.500000000000028,1979-01-25T15:00:00,,,,,,,101042.4375,307.3125,,,285.0,-2.5625,-2.0,,0.0,-5.3125,-4.3125,,,,,,100.0,100568.953125
592,15.5,-15.500000000000028,1979-01-25T16:00:00,,,,,,,100974.75,307.3125,,,285.0,-2.1875,-1.6875,,0.0,-5.625,-4.5,,,,,,100.0,100502.8203125
593,15.5,-15.500000000000028,1979-01-25T17:00:00,,,,,,,101001.125,306.9375,,,285.1875,-1.75,-1.25,,0.0,-5.9375,-4.625,,,,,,100.0,100528.7578125
594,15.5,-15.500000000000028,1979-01-25T18:00:00,,,,,,,101007.5,306.75,,,285.0,-1.0625,-0.625,,0.0,-6.3125,-4.0625,,,,,,100.0,100535.453125
595,15.5,-15.500000000000028,1979-01-25T19:00:00,,,,,,,101063.125,305.625,,,285.5,-0.375,-0.0625,,0.0,-7.0,-3.1875,,,,,,100.0,100590.6484375
596,15.5,-15.500000000000028,1979-01-25T20:00:00,,,,,,,101117.9375,304.625,,,285.3125,-0.4375,-0.0625,,0.0,-7.625,-3.375,,,,,,100.0,100644.515625
597,15.5,-15.500000000000028,1979-01-25T21:00:00,,,,,,,101204.75,299.8125,,,285.875,-0.6875,-0.125,,0.0,-7.875,-3.5625,,,,,,100.0,100730.1953125
598,15.5,-15.500000000000028,1979-01-25T22:00:00,,,,,,,101282.5,297.0,,,285.8125,-0.75,-0.125,,0.0,-8.0,-3.5625,,,,,,100.0,100806.703125
599,15.5,-15.500000000000028,1979-01-25T23:00:00,,,,,,,101311.25,296.75,,,286.1875,-0.4375,0.0625,,0.0,-8.3125,-3.875,,,,,,100.0,100834.640625
600,15.5,-15.500000000000028,1979-01-26T00:00:00,,,,,,,101268.0,296.25,,,286.625,-0.0625,0.3125,,0.0,-8.4375,-4.0625,,,,,,100.0,100791.078125
601,15.5,-15.500000000000028,1979-01-26T01:00:00,,,,,,,101203.9375,295.875,,,287.1875,0.125,0.375,,0.0,-8.5,-4.125,,,,,,100.0,100726.484375
602,15.5,-15.500000000000028,1979-01-26T02:00:00,,,,,,,101141.3125,295.5625,,,287.6875,-0.125,0.25,,0.0,-8.375,-4.0625,,,,,,100.0,100662.65625
603,15.5,-15.500000000000028,1979-01-26T03:00:00,,,,,,,101093.9375,293.1875,,,288.25,-0.8125,-0.125,,0.0,-8.125,-4.0,,,,,,100.0,100615.265625
604,15.5,-15.500000000000028,1979-01-26T04:00:00,,,,,,,101065.8125,293.125,,,288.4375,-1.625,-0.5,,0.0,-7.875,-3.8125,,,,,,100.0,100586.984375
605,15.5,-15.500000000000028,1979-01-26T05:00:00,,,,,,,101099.9375,293.0,,,288.375,-1.8125,-0.5,,0.0,-7.75,-3.75,,,,,,100.0,100621.09375
606,15.5,-15.500000000000028,1979-01-26T06:00:00,,,,,,,101115.125,292.9375,,,288.5625,-1.75,-0.4375,,0.0,-7.625,-3.6875,,,,,,100.0,100635.875
607,15.5,-15.500000000000028,1979-01-26T07:00:00,,,,,,,101136.0625,292.9375,,,288.5625,-1.6875,-0.375,,0.0,-7.375,-3.5625,,,,,,100.0,100656.328125
608,15.5,-15.500000000000028,1979-01-26T08:00:00,,,,,,,101200.6875,293.0625,,,288.375,-1.8125,-0.4375,,0.0,-7.3125,-3.6875,,,,,,100.0,100720.46875
609,15.5,-15.500000000000028,1979-01-26T09:00:00,,,,,,,101265.0,296.0,,,286.8125,-1.9375,-0.8125,,0.0,-6.9375,-4.1875,,,,,,100.0,100784.5234375
610,15.5,-15.500000000000028,1979-01-26T10:00:00,,,,,,,101267.625,303.75,,,286.9375,-2.0625,-1.375,,0.0,-5.625,-4.1875,,,,,,100.0,100787.921875
611,15.5,-15.500000000000028,1979-01-26T11:00:00,,,,,,,101292.6875,305.0,,,286.3125,-2.9375,-2.1875,,0.0,-5.375,-4.25,,,,,,100.0,100814.828125
612,15.5,-15.500000000000028,1979-01-26T12:00:00,,,,,,,101187.625,305.5,,,285.5,-3.875,-3.0,,0.0,-5.1875,-4.125,,,,,,100.0,100712.703125
613,15.5,-15.500000000000028,1979-01-26T13:00:00,,,,,,,101068.75,305.875,,,284.5,-4.3125,-3.3125,,0.0,-5.0,-4.0,,,,,,100.0,100596.15625
